movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
Radio,3.6,5,117,42,75,79,170890,32473,38
Friends with Benefits,3.6,6.2,168,117,51,65,80058,274636,63
Neighbors 2 Sorority Rising,3.2,5.7,176,109,67,48,49673,55525,58
Saving Mr. Banks,4,7,237,186,51,84,110696,119957,65
Malcolm X,3.9,7.5,55,50,5,91,56314,65243,72
This Is 40,3.3,5.9,211,108,103,50,95622,105356,59
Old Dogs,3.1,2.3,108,5,103,44,182937,31490,19
Underworld Rise of the Lycans,3.6,4.3,76,22,54,63,232165,122230,44
License to Wed,3.1,3.1,124,9,115,53,512588,32548,25
The Benchwarmers,3.3,3.1,70,8,62,64,421590,40882,25
Must Love Dogs,3,5,146,51,95,50,197754,26166,46
Donnie Brasco,3.7,7.8,55,48,7,89,203445,227705,76
Resident Evil,3.4,4.5,123,41,82,68,445742,201846,33
Poltergeist,3.4,7.2,56,49,7,78,181435,108271,79
The Ladykillers,2.8,6.1,187,102,85,42,65465,85127,56
Max Payne,2.8,3.8,132,21,111,29,230419,108741,31
In Time,3.3,5.2,157,56,101,51,68821,308591,53
The Backup Plan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Something Borrowed,3.1,3.9,114,17,97,48,43161,48782,36
Hit the Floor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1746,N/A
Black Knight,2.6,3.4,96,13,83,34,169058,31097,32
The Bad News Bears,3.4,7.7,26,25,1,80,40201,16524,N/A
Street Fighter,2.2,2.9,26,4,22,20,79584,53633,N/A
The Pianist,4.1,8.2,178,170,8,95,251794,511265,85
From Hell,3.3,5.7,150,86,64,66,202928,126142,54
The Nativity Story,3.5,5.3,129,49,80,75,82770,8210,52
House of Wax,2.7,4.3,151,38,113,42,404274,95583,41
Closer,3.5,6.6,203,138,65,81,241846,169840,65
J. Edgar,3.1,5.7,225,96,129,44,39708,103860,59
Mirrors,3.1,3.8,85,12,73,44,90669,87680,35
Queen of the Damned,3.1,3.9,129,22,107,66,259607,44361,30
Predator 2,2.9,4.6,24,6,18,44,138391,106566,N/A
Untraceable,3.3,4.2,147,24,123,52,225076,41255,32
Blast from the Past,2.9,6.1,79,46,33,56,214478,49007,48
Flash Gordon,3.1,6.4,38,31,7,69,46468,38573,63
Jersey Girl,2.9,5.3,172,71,101,48,138879,54702,43
Alex Cross,3.1,3.5,122,14,108,47,44567,28506,30
Midnight in the Garden of Good and Evil,3.3,6,33,16,17,65,37014,32096,57
Heist,3.2,6.2,128,84,44,60,19262,28238,66
Nanny McPhee Returns,3.3,6.5,116,87,29,55,51137,19725,52
Hoffa,3.3,5.5,21,11,10,60,9529,17200,50
The X Files I Want to Believe,2.8,4.8,158,49,109,32,253597,78883,47
Ella Enchanted,3.1,5.6,114,57,57,57,340383,48642,53
Concussion,3.8,6.1,177,108,69,74,32024,51344,55
Abduction,3,3.3,102,4,98,42,44451,65583,25
Valiant,2.8,5,112,35,77,29,37183,15973,45
Wonder Boys,3.5,7.2,124,101,23,83,40022,55260,73
Superhero Movie,2.8,3.6,52,9,43,32,156888,52451,33
Broken City,3.1,4.7,146,41,105,41,32342,64494,49
Cursed,N/A,N/A,N/A,N/A,N/A,N/A,38,26377,31
Premium Rush,3.5,6.4,156,117,39,60,131971,96166,66
Hot Pursuit,2.8,3.1,158,11,147,35,26525,35989,31
The Four Feathers,3.2,5.4,150,62,88,65,38049,28420,49
Parker,3.3,4.8,103,42,61,48,35569,91908,42
Wimbledon,3,5.9,144,87,57,57,95320,52302,59
Furry Vengeance,N/A,N/A,N/A,N/A,N/A,N/A,5,12463,23
Bait,2.6,4.6,32,15,17,28,1853,11534,N/A
Krull,N/A,N/A,N/A,N/A,N/A,N/A,37,23555,N/A
Lions for Lambs,3.1,4.8,180,48,132,47,210460,41548,47
Flight of the Intruder,3,4.4,12,3,9,52,5949,4879,N/A
Walk Hard The Dewey Cox Story,3.1,6.6,139,103,36,57,302673,56155,63
The Shipping News,3.2,5.8,130,72,58,62,20670,28806,47
American Outlaws,3.2,3.6,103,14,89,68,44198,12126,25
The Young Victoria,3.5,6.5,147,112,35,74,164477,45990,64
Whiteout,2.3,3.5,111,8,103,21,538834,32308,N/A
The Tree of Life,3.3,8.1,256,216,40,60,59918,138266,85
Knock Off,2.6,3,39,3,36,24,10427,11614,37
Sabotage,2.9,4.3,106,21,85,36,22165,48158,41
The Order,2.8,2.9,60,5,55,38,22550,15054,21
Punisher War Zone,3,4.2,101,27,74,42,132045,49738,30
Zoom,2.9,3,65,2,63,32,11259,15255,26
The Walk,3.8,7.2,235,198,37,78,35389,82060,70
Warriors of Virtue,2.9,4,11,2,9,46,5701,2217,N/A
A Good Year,3.3,4.8,129,33,96,65,89254,71865,47
Luther,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74208,N/A
Radio Flyer,3.4,4.7,37,12,25,73,15553,10470,N/A
Blood In Blood Out,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Smillas Sense of Snow,,,,,,,,,
Femme Fatale,2.9,5.4,134,64,70,49,18688,28855,59
Lion of the Desert,4.2,7.3,5,4,1,94,3671,9881,N/A
The Horseman on the Roof,3.7,6.6,20,13,7,81,4625,4892,N/A
Ride with the Devil,3.3,6.2,65,41,24,66,7396,11170,69
Biutiful,3.7,6.4,144,92,52,74,21145,70016,58
The Lovers,3.8,7.3,9,9,0,80,1067,3415,N/A
Bandidas,3,5.4,13,8,5,43,24886,29114,N/A
Black Water Transit,N/A,N/A,N/A,N/A,N/A,N/A,155,218,N/A
The Maze Runner,3.7,6,150,97,53,68,92954,318621,57
Unfinished Business,2.6,3.6,93,10,83,26,18006,23926,32
The Age of Innocence,3.5,7.3,45,36,9,76,23529,36884,83
The Fountain,3.4,5.9,196,100,96,74,261145,192978,51
Chill Factor,2.7,3.5,76,8,68,30,13195,8400,33
Stolen,2.8,4,19,3,16,34,10119,37440,43
Ponyo,3.9,7.6,159,146,13,83,96596,87086,86
The Longest Ride,3.8,4.4,112,33,79,71,29831,52271,33
The Astronauts Wife,,,,,,,,,
I Dreamed of Africa,3.1,3.7,102,10,92,56,5509,3740,33
Playing for Keeps,3,3.4,87,3,84,41,20441,24350,27
Mandela Long Walk to Freedom,3.7,6.2,123,72,51,68,22337,21565,60
Reds,3.8,7.9,34,32,2,82,8818,16437,N/A
A Few Good Men,3.6,7,57,46,11,89,324450,184209,62
Exit Wounds,2.9,4.4,65,21,44,45,51406,27808,39
Big Mommas House,,,,,,,,,
Thunder and the House of Magic,3.4,6,28,20,8,53,2834,4442,47
The Darkest Hour,2.5,3.1,57,7,50,26,29493,49852,16
Step Up Revolution,3.8,5.1,91,38,53,68,65325,46203,43
Snakes on a Plane,2.9,6.2,172,118,54,49,463293,116536,58
The Watcher,2.7,3.4,89,9,80,29,21532,22408,22
The Punisher,3.2,4.5,168,49,119,63,267594,125947,33
Goal The Dream Begins,,,,,,,,,
Safe,3.5,5.7,106,60,46,59,110183,84906,55
Pushing Tin,2.9,5.5,66,32,34,42,33821,25016,47
Star Wars Episode VI  Return of the Jedi,4,7.2,85,68,17,94,1006227,697273,53
Doomsday,3.1,5.2,68,34,34,44,84631,63216,51
The Reader,3.7,6.4,192,118,74,79,206391,192708,58
Wanderlust,3,5.6,136,81,55,39,42096,62854,53
Elf,3.2,7,188,158,30,78,907237,149300,64
Phenomenon,3,5.9,34,17,17,59,101687,64623,41
Snow Dogs,2.8,4,82,20,62,39,129694,20518,29
Scrooged,3.3,6,40,27,13,71,76936,62016,38
Nacho Libre,2.9,5.1,164,66,98,54,416739,66322,52
Bridesmaids,3.9,7.6,269,242,27,76,160419,221317,75
This Is the End,3.7,7.1,212,176,36,71,180733,315882,67
Stigmata,3.1,4.1,89,19,70,63,93431,54797,28
Men of Honor,3.6,5.3,105,43,62,81,77087,90239,56
Takers,3.6,4.6,110,31,79,62,125346,47532,45
The Big Wedding,3,2.8,101,7,94,41,30019,38008,28
Big Mommas Like Father Like Son,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A
Source Code,3.8,7.5,244,224,20,81,124019,386115,74
Alive,3.3,6.3,23,16,7,68,46388,39494,N/A
The Number 23,3.2,3.5,188,15,173,56,484736,166196,N/A
The Young and Prodigious T.S. Spivet,3.6,6,43,34,9,69,1543,11800,53
1941,3,5.1,22,7,15,49,23937,25573,34
Dreamer Inspired by a True Story,3.6,6.3,117,75,42,78,90682,10140,59
A History of Violence,3.4,7.9,207,180,27,76,279255,189556,81
Transporter 2,N/A,N/A,N/A,N/A,N/A,N/A,36,158772,56
The Quick and the Dead,3.1,5.9,41,23,18,53,65085,70247,49
Laws of Attraction,2.9,4.5,144,25,119,47,36769,18916,38
Bringing Out the Dead,3.2,6.7,105,75,30,70,38517,53633,70
Repo Men,3,4.2,147,32,115,41,100432,88641,32
Dragon Wars DWar,,,,,,,,,
Bogus,2.8,4.9,15,6,9,45,9169,5206,N/A
The Incredible Burt Wonderstone,2.9,5.2,184,67,117,33,62795,61168,44
Cats Dont Dance,,,,,,,,,
Cradle Will Rock,3.4,6.2,68,44,24,71,6912,8059,64
The Good German,2.9,5,148,48,100,34,36638,21591,49
George and the Dragon,3.2,N/A,N/A,N/A,N/A,47,3068,3086,N/A
Apocalypse Now,4.1,8.9,78,76,2,94,283610,459098,90
Going the Distance,3.3,5.7,161,85,76,52,57333,50899,51
Mr. Hollands Opus,,,,,,,,,
Criminal,3.2,4.4,115,35,80,49,19973,25239,37
Out of Africa,3.7,6.6,43,24,19,83,40000,53295,N/A
Flight,3.8,7,223,173,50,75,152665,268082,76
Moonraker,3,5.6,45,27,18,43,57647,70373,N/A
The Grand Budapest Hotel,4.1,8.4,265,243,22,86,94733,493436,88
Hearts in Atlantis,3.3,5.7,136,67,69,64,23424,30553,55
Arachnophobia,2.8,6.8,35,32,3,53,225465,50904,N/A
Frequency,3.4,6.5,125,88,37,81,135576,83294,67
Ghostbusters,3.6,8.1,69,67,2,88,1037061,277861,67
Vacation,3.1,4.1,156,40,116,46,37241,69737,34
Get Shorty,3.2,7.8,51,44,7,69,61785,63654,82
Chicago,3.5,8,244,210,34,83,438596,173971,82
Big Daddy,3.5,4.9,92,37,55,74,1051546,164566,41
American Pie 2,3.2,5.4,126,66,60,68,954501,201886,43
Toy Story,3.7,9,78,78,0,92,1106532,634074,92
Speed,3.3,7.9,60,56,4,76,667734,264668,78
The Vow,3.6,4.9,126,37,89,63,127649,149430,43
Extraordinary Measures,3.3,4.8,137,38,99,53,74336,14447,45
Remember the Titans,3.9,6.3,132,96,36,93,577424,163445,48
The Hunt for Red October,3.6,7.8,66,57,9,89,172026,145373,58
Lee Daniels The Butler,3.9,6.6,175,125,50,78,79015,89818,66
Dodgeball A True Underdog Story,3.4,6.3,162,114,48,76,995080,187803,55
The Addams Family,3.2,5.6,40,24,16,66,314556,98986,N/A
Ace Ventura When Nature Calls,3.2,4,24,8,16,72,932883,162802,45
The Princess Diaries,3.2,5.2,113,53,60,68,757301,95876,52
The First Wives Club,3.2,5.4,33,13,20,68,62384,32386,58
Se7en,4.1,7.7,70,56,14,95,465294,1047788,65
District 9,3.5,7.8,296,265,31,82,1176962,538943,81
The SpongeBob SquarePants Movie,3.2,6.2,125,85,40,77,244476,59885,66
Mystic River,3.7,7.7,195,170,25,89,202353,342431,84
Million Dollar Baby,3.8,8.4,253,230,23,90,403683,491633,86
Analyze This,3.1,6.5,101,70,31,62,224355,125370,61
The Notebook,3.5,N/A,N/A,N/A,N/A,82,255,403475,53
27 Dresses,3.4,5,148,60,88,57,605782,126693,47
Hannah Montana The Movie,3.2,5.2,129,56,73,66,379738,32222,47
Rugrats in Paris The Movie,2.8,6.3,73,55,18,56,58287,8233,62
The Prince of Tides,3.4,6.5,30,22,8,70,9145,12728,N/A
Legends of the Fall,N/A,N/A,N/A,N/A,N/A,N/A,49,113788,45
Up in the Air,3.7,8.1,269,244,25,79,227572,272493,83
About Schmidt,3.2,7.7,201,171,30,74,90387,108589,85
Warm Bodies,3.8,6.8,188,151,37,73,130776,186936,59
Looper,4,8.1,250,232,18,82,177883,434682,84
Down to Earth,2.8,3.9,96,19,77,41,62453,19156,32
Babe,3,8.3,70,68,2,67,508179,95488,83
Hope Springs,3.4,6.6,161,120,41,56,46900,34774,65
Forgetting Sarah Marshall,3.3,7,178,151,27,76,640673,219986,67
Friday Night Lights,3.6,7.1,169,137,32,85,185486,47677,70
Four Brothers,N/A,N/A,N/A,N/A,N/A,N/A,51,111428,49
Baby Mama,3.3,6.2,160,103,57,55,374480,34370,55
Hope Floats,3.3,4.9,33,8,25,72,60903,19341,42
Bride Wars,3.3,3.3,140,14,126,51,375820,80846,24
Without a Paddle,3.3,3.9,125,18,107,68,408417,37933,29
13 Going on 30,3.3,6.2,163,104,59,71,653047,123478,57
Midnight in Paris,4,7.8,208,193,15,83,80791,306168,81
The Nut Job,3.1,3.9,88,9,79,44,38475,20016,37
Blow,3.8,5.8,136,75,61,87,384298,200460,52
Message in a Bottle,3.3,5.2,38,12,26,66,62166,29266,39
Star Trek V The Final Frontier,2.8,4,44,10,34,24,58221,44642,43
Like Mike,2.8,5.5,97,55,42,51,67889,15309,47
Naked Gun 33 13 The Final Insult,,,,,,,,,
A View to a Kill,3.1,4.9,55,20,35,41,73494,69687,N/A
The Curse of the WereRabbit,,,,,,,,,
P.S. I Love You,N/A,N/A,N/A,N/A,N/A,N/A,88,171032,39
Racing Stripes,3,4.9,99,35,64,42,60095,12710,43
Atonement,3.8,7.4,209,174,35,80,225984,195408,85
Letters to Juliet,3.1,5.1,151,61,90,61,258017,75529,50
Black Rain,3.1,5.3,21,11,10,55,27614,39720,N/A
The Three Stooges,3.2,5.4,142,73,69,47,140401,25733,56
Corpse Bride,3.5,7.2,187,156,31,77,552254,192019,83
Glory Road,3.7,N/A,N/A,N/A,N/A,100,97,35334,58
Sicario,4,8,231,216,15,84,63406,214819,82
Southpaw,3.8,6,208,126,82,76,42965,154893,57
Drag Me to Hell,3,7.6,254,234,20,62,846121,160832,83
The Age of Adaline,3.7,5.5,140,77,63,67,38059,98951,51
Secondhand Lions,3.7,6.1,133,79,54,84,65425,43550,52
Step Up 3D,3.6,5.1,117,54,63,64,100459,48052,45
Blue Crush,3.2,5,81,29,52,59,4691,26251,61
Stranger Than Fiction,3.6,6.8,172,124,48,85,401288,189125,67
30 Days of Night,3.2,5.5,157,80,77,56,458559,139951,53
The Cabin in the Woods,3.8,7.9,258,237,21,73,205154,282329,72
Meet the Spartans,2.3,1.9,48,1,47,25,245387,89468,9
Midnight Run,3.7,8,46,44,2,87,24467,55186,78
The Running Man,3.2,5.5,33,20,13,60,80370,113820,N/A
Little Shop of Horrors,3.3,7.4,49,44,5,79,181044,49847,81
Hanna,3.5,6.9,212,151,61,66,71903,160744,65
The Family,3.1,4.6,131,38,93,41,51020,89615,42
Mortal Kombat Annihilation,2.5,2.4,39,1,38,25,88016,36648,11
Larry Crowne,3.1,5,194,69,125,41,32256,50041,41
Carrie,3.4,8.4,56,52,4,76,351926,128796,N/A
Take the Lead,3.5,5.4,119,52,67,77,369414,21941,55
Entourage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137378,N/A
Gridiron Gang,3.7,5.7,100,42,58,81,286679,33677,52
Whats the Worst That Could Happen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,,,,,,,,,
Side Effects,3.6,7.3,201,167,34,70,69176,150382,75
The Prince and Me,3.1,4.8,120,34,86,59,193724,32394,47
Winnie the Pooh,3.9,7.2,126,114,12,80,36085,15879,74
Dumb and Dumberer When Harry Met Lloyd,2.4,2.8,119,12,107,23,258928,30828,19
Bulworth,3.1,7,65,49,16,67,20487,22193,75
Get on Up,3.7,6.9,153,122,31,68,25070,16143,71
One True Thing,3.5,7.2,61,54,7,72,9550,9357,63
Virtuosity,2.8,4.3,30,10,20,32,30189,23853,39
My Super ExGirlfriend,,,,,,,,,
Deliver Us from Evil,3.1,4.7,120,33,87,42,26478,55554,40
Sanctum,2.9,4.5,164,49,115,37,38208,47409,42
Little Black Book,2.8,4.4,110,23,87,37,65740,15164,36
The FiveYear Engagement,,,,,,,,,
Mr 3000,2.6,5.8,112,61,51,29,27222,12238,57
The Next Three Days,3.5,5.9,161,83,78,66,51320,148670,52
Ultraviolet,2.6,2.8,77,7,70,30,279913,70935,18
Assault on Precinct 13,3.1,5.9,163,98,65,48,94339,66418,54
The Replacement Killers,3,5.3,34,12,22,47,34199,23573,42
Fled,2.6,4.3,30,4,26,22,8140,7121,N/A
Eight Legged Freaks,2.5,5.5,143,69,74,32,102591,44363,53
Love  Other Drugs,3.3,5.8,160,78,82,53,74002,145281,55
88 Minutes,3.1,2.6,121,6,115,44,103882,65962,17
North Country,3.5,6.7,168,114,54,75,93014,33226,68
The Whole Ten Yards,3,2.8,118,5,113,40,76464,46249,24
Splice,2.6,6.6,184,136,48,37,251604,80405,66
Howard the Duck,2.6,2.5,46,7,39,38,55275,34012,N/A
Pride and Glory,3.3,5.1,153,54,99,49,78449,53544,45
The Cave,2.8,3.5,109,12,97,28,93502,29010,30
Alex  Emma,2.8,3.7,138,15,123,41,62726,11599,32
Wicker Park,3.5,4.4,134,34,100,79,55351,45451,40
Fright Night,3.4,6.3,167,120,47,59,50123,85429,64
The New World,2.9,6.7,180,111,69,57,147890,71606,69
Wing Commander,2.2,2.8,50,5,45,24,19858,14816,21
In Dreams,2.9,4.7,51,13,38,39,8519,11070,N/A
Dragonball Evolution,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71,N/A
The Last Stand,3.4,5.7,154,92,62,53,40143,114781,54
Godsend,2.5,3.3,138,6,132,20,40368,22453,24
Chasing Liberty,N/A,N/A,N/A,N/A,N/A,N/A,305,30436,46
Hoodwinked Too Hood vs. Evil,,,,,,,,,
An Unfinished Life,3.4,5.9,140,74,66,68,60766,24242,49
The Imaginarium of Doctor Parnassus,3.1,6,191,122,69,60,295537,127378,65
Barneys Version,,,,,,,,,
Trapped,3.1,4.1,56,10,46,49,21582,19758,42
Runner Runner,2.8,4,115,9,106,33,42976,52784,36
Antitrust,2.8,4,106,25,81,50,46233,25757,31
Glory,4,7.9,41,38,3,93,59548,102237,N/A
Once Upon a Time in America,4.2,8.6,47,42,5,94,74059,225793,N/A
Dead Man Down,3.2,5,98,37,61,47,20971,54784,39
The Merchant of Venice,3.5,6.7,124,89,35,72,19820,29943,63
The Good Thief,3.2,6.9,143,111,32,62,6940,9064,68
Supercross,3,2.8,73,4,69,61,47212,3958,26
Miss Potter,3.2,6.2,126,83,43,68,332516,24092,57
The Promise,3,4.4,9,3,6,52,277,86017,38
DOA Dead or Alive,2.7,4.5,44,15,29,36,472643,38723,38
The Assassination of Jesse James by the Coward Robert Ford,3.7,7.1,169,128,41,75,97285,138001,68
1911,2.8,4,24,2,22,30,1466,4756,37
Little Nicholas,3.6,5.8,10,6,4,73,2111,9400,N/A
Wild Card,2.8,4.9,53,17,36,29,7483,37617,40
Machine Gun Preacher,3.5,4.9,112,32,80,62,18231,53569,43
Animals United,2.5,3.8,8,2,6,27,2590,4635,N/A
The Color of Freedom,3.8,N/A,N/A,N/A,N/A,81,5268,10272,N/A
United Passions,1.4,1,16,0,16,10,255,3348,1
Grace of Monaco,2.6,3.3,64,7,57,25,2241,12854,21
A Warriors Tail,,,,,,,,,
Ripleys Game,,,,,,,,,
Sausage Party,3.2,6.8,167,139,28,56,55517,64329,66
Pitch Perfect 2,3.6,6,187,123,64,64,78547,101589,63
Walk the Line,3.9,7.2,204,168,36,90,544887,190272,72
12 Monkeys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22141,N/A
Keeping the Faith,3,6.2,115,79,36,59,53451,45067,60
The Borrowers,2.8,6.8,26,19,7,48,49659,16392,N/A
FrostNixon,,,,,,,,,
Confessions of a Dangerous Mind,3.4,7.2,159,126,33,75,58478,72333,67
Serving Sara,2.4,3,113,5,108,26,27079,14350,18
The Boss,3,4.5,162,36,126,40,26178,23063,40
Cry Freedom,3.8,6.5,21,17,4,88,9431,9998,N/A
Mumford,3.2,5.9,77,43,34,66,5815,8155,62
Seed of Chucky,2.6,4.4,75,24,51,39,139777,29180,46
The Jacket,3.5,5.5,159,70,89,73,78800,93941,44
Aladdin,3.7,8.1,68,64,4,92,937776,264946,N/A
Straight Outta Compton,4.3,7.3,210,183,27,92,74032,127116,72
Indiana Jones and the Temple of Doom,3.8,7.2,65,55,10,81,714864,336975,57
The Rugrats Movie,2.8,5.8,49,29,20,50,73521,14233,N/A
Along Came a Spider,3.1,4.6,125,39,86,53,173993,60070,42
Florence Foster Jenkins,3.7,7,177,153,24,74,12617,10037,71
Once Upon a Time in Mexico,3.2,6.3,163,111,52,64,285138,131771,56
Die Hard,3.9,8.4,64,59,5,94,571442,603765,70
Role Models,3.6,6.5,157,122,35,74,278153,196268,61
The Big Short,4.1,7.8,274,241,33,88,65289,206280,81
Taking Woodstock,3,5.4,179,85,94,47,252385,24900,55
Miracle,3.8,7,158,126,32,90,56745,36794,68
Dawn of the Dead,3.4,6.7,182,137,45,77,403285,196753,59
The Wedding Planner,N/A,N/A,N/A,N/A,N/A,N/A,62,62288,33
Harlock Space Pirate,3.3,N/A,N/A,N/A,N/A,54,1049,8402,N/A
The Royal Tenenbaums,3.6,7.5,201,161,40,89,254777,212570,76
Identity,3.4,6.4,170,105,65,75,190278,181261,64
Last Vegas,3.5,5.2,135,62,73,59,53821,108521,48
For Your Eyes Only,3.3,6.5,46,34,12,64,58635,72853,N/A
Serendipity,3.4,5.8,131,77,54,79,227869,86519,52
Timecop,2.6,5.2,40,17,23,35,57511,44835,48
Zoolander,3.3,6,134,86,48,80,944066,204230,61
Safe Haven,3.7,4,140,17,123,67,75728,79887,34
Hocus Pocus,3.1,4.4,43,13,30,71,345355,62936,N/A
No Reservations,3.3,5.2,159,66,93,62,394437,59850,50
KickAss,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 Minutes or Less,3,5.4,159,70,89,40,46744,78642,49
Dracula 2000,3,N/A,N/A,N/A,N/A,40,294,27708,26
Alexander and the Terrible Horrible No Good Very Bad Day,3.5,5.7,109,66,43,58,37448,30689,54
Pride  Prejudice,3.8,7.7,171,146,25,89,458392,197303,82
Blade Runner,4,8.5,104,93,11,91,332771,470701,89
Rob Roy,3.3,6.4,43,31,12,75,36119,34732,55
3 Days to Kill,3.1,4.4,109,30,79,43,36848,70734,40
We Own the Night,3.3,5.8,147,83,64,61,264173,73296,59
Lost Souls,2.6,3,90,6,84,21,10721,9348,16
Winged Migration,4,8.2,131,126,5,87,6223,10389,82
Just My Luck,3,3.7,109,14,95,48,353647,44709,29
Mystery Alaska,3.3,5,81,31,50,66,32130,22403,49
The Spy Next Door,3.1,3.5,89,11,78,40,106150,30563,27
A Simple Wish,2.7,4.4,16,4,12,41,55256,4353,N/A
Ghosts of Mars,2.4,3.7,103,22,81,24,44547,43616,35
Our Brand Is Crisis,2.9,5.3,147,51,96,35,7877,13237,53
Pride and Prejudice and Zombies,3.2,5.3,155,65,90,46,27443,27116,45
Kundun,3.7,7.4,58,44,14,79,11646,21865,74
How to Lose Friends  Alienate People,3.1,5,109,40,69,42,48648,61760,35
KickAss 2,,,,,,,,,
Captain Alatriste The Spanish Musketeer,3.1,N/A,N/A,N/A,N/A,46,19103,10356,N/A
Brick Mansions,3.2,4.5,90,24,66,47,26220,32840,40
Octopussy,3.1,5.3,43,18,25,47,60834,75432,N/A
Knocked Up,1.9,N/A,N/A,N/A,N/A,22,189,301514,85
My Sisters Keeper,,,,,,,,,
Welcome Home Roscoe Jenkins,3.3,4.4,81,18,63,63,190223,10911,46
A Passage to India,3.6,7.3,20,17,3,78,6813,13197,N/A
Notes on a Scandal,3.7,7.5,171,149,22,83,77525,64792,73
Rendition,3.3,5.5,153,72,81,62,305355,47652,55
Limitless,3.7,6.4,189,132,57,74,107379,426966,59
Star Trek VI The Undiscovered Country,3.5,6.8,49,41,8,83,62623,56212,65
Divine Secrets of the YaYa Sisterhood,,,,,,,,,
The Jungle Book,4.2,7.7,261,247,14,88,88257,152564,77
Kiss the Girls,3.3,5.3,31,9,22,63,60527,51529,46
The Blues Brothers,3.7,7.1,53,45,8,93,255104,143974,N/A
The Sisterhood of the Traveling Pants 2,3.4,6,94,61,33,65,188566,22653,63
Joyful Noise,3.7,4.6,121,40,81,65,28660,6641,44
About a Boy,2.8,7.7,185,173,12,54,31163702,145281,75
Lake Placid,2.6,5,77,31,46,36,125620,43471,34
Lucky Number Slevin,3.7,N/A,N/A,N/A,N/A,60,130,264868,53
The Right Stuff,4,8.9,42,41,1,90,22471,45895,N/A
Anonymous,3.3,5.5,168,78,90,53,20112,34829,50
The NeverEnding Story,3.5,7,38,31,7,81,373631,100989,46
Dark City,N/A,N/A,N/A,N/A,N/A,N/A,41,159086,66
The Duchess,3.5,6.3,163,100,63,67,68681,62782,62
The Honeymooners,2.8,3.6,110,14,96,29,9582,6498,31
Return to Oz,3.1,5.7,22,12,10,71,61872,19737,42
The Newton Boys,3,6.2,37,23,14,44,10030,8454,57
Case 39,3,4,74,16,58,39,67553,61376,25
Suspect Zero,3,4.4,129,23,106,38,11735,16656,37
Martian Child,3.7,5,106,35,71,72,84506,17546,48
Spy Kids All the Time in the World in 4D,2.8,3.9,58,13,45,37,30505,16071,37
Money Monster,3.3,5.9,231,133,98,53,22232,50094,55
Formula 51,3.1,4.3,102,26,76,59,36815,43072,23
Flawless,3.3,5.7,92,51,41,54,12533,19759,57
Mindhunters,3.2,4.3,116,29,87,57,33958,49947,33
What Just Happened,2.6,5.8,139,71,68,22,12675,23822,N/A
The Statement,2.9,4.7,106,25,81,35,2153,4290,45
The Magic Flute,3.8,8,13,13,0,85,4510,3145,N/A
Paul Blart Mall Cop,3.1,4.6,113,37,76,43,392791,85170,39
Freaky Friday,2.9,7,148,130,18,57,931841,98648,70
The 40YearOld Virgin,,,,,,,,,
Shakespeare in Love,3.4,8.3,131,121,10,80,226264,177577,87
A Walk Among the Tombstones,3.3,6.2,150,98,52,53,37245,90126,57
Kindergarten Cop,3,5.1,35,18,17,51,328241,109167,61
Pineapple Express,3.3,N/A,N/A,N/A,N/A,75,157,259205,64
Ever After A Cinderella Story,3.5,7.5,64,58,6,84,451906,58494,66
Open Range,3.5,6.9,179,142,37,83,51363,54842,67
Flatliners,3.2,5.5,43,21,22,59,62459,62461,N/A
Its Always Sunny in Philadelphia,,,,,,,,,
A Bridge Too Far,3.7,6.8,11,8,3,86,42990,40625,N/A
Red Eye,3.2,6.7,187,148,39,64,435847,94790,71
Final Destination 2,3.2,5,109,52,57,58,449238,122806,38
O Brother Where Art Thou,3.7,7.1,148,114,34,89,255541,227846,69
Legion,2.9,3.8,101,19,82,31,312532,81641,32
Pain  Gain,3.1,5.3,185,91,94,47,84989,163854,45
In Good Company,3,7,167,138,29,54,65141,49063,66
Clockstoppers,2.6,4.8,85,25,60,30,58043,11358,40
Silverado,3.6,6.8,29,22,7,80,23082,28662,64
Brothers,3.4,6.2,151,95,56,62,194200,89155,58
Agent Cody Banks 2 Destination London,2.5,3.4,94,12,82,31,219678,11273,32
New Years Eve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Original Sin,3.1,3.4,91,11,80,61,52706,45351,33
The Raven,3.2,4.4,130,29,101,46,102450,73421,44
Welcome to Mooseport,2.5,4.2,144,19,125,19,20128,10742,33
Highlander The Final Dimension,3.1,N/A,N/A,N/A,N/A,33,358,16364,N/A
Blood and Wine,3,6.1,31,19,12,35,3169,7824,N/A
Snow White A Tale of Terror,3.2,6,10,6,4,56,10902,8202,N/A
